GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
90487	Vicksburg, MS--LA Urban Cluster	C	63719850	617454	      24.602	       0.238	 32.330889	 -90.856628                                                                                                
90514	Victoria, TX Urbanized Area	U	75166223	125669	      29.022	       0.049	 28.826115	 -96.985119                                                                                                    
90541	Victorville--Hesperia, CA Urbanized Area	U	432116039	2783588	     166.841	       1.075	 34.476883	-117.310824                                                                                     
90568	Vidalia, GA Urban Cluster	C	30903734	644063	      11.932	       0.249	 32.235994	 -82.409078                                                                                                      
90595	Vienna, GA Urban Cluster	C	4803041	4423	       1.854	       0.002	 32.091931	 -83.795090                                                                                                          
90622	Vieques (Vieques Municipio), PR Urban Cluster	C	13439059	14155	       5.189	       0.005	 18.134393	 -65.450389                                                                                   
90631	Village of Four Seasons, MO Urban Cluster	C	21838548	2997689	       8.432	       1.157	 38.199622	 -92.705429                                                                                     
90640	Village of Oak Creek (Big Park), AZ Urban Cluster	C	7587281	0	       2.929	       0.000	 34.780343	-111.771548                                                                                    
90658	Villas, NJ Urbanized Area	U	88930286	1467115	      34.336	       0.566	 39.003911	 -74.889394                                                                                                     
90676	Ville Platte, LA Urban Cluster	C	17141921	11653	       6.619	       0.004	 30.689889	 -92.271577                                                                                                  
90703	Vincennes, IN Urban Cluster	C	28234192	475639	      10.901	       0.184	 38.676206	 -87.505847                                                                                                    
90730	Vineland, NJ Urbanized Area	U	160423274	898401	      61.940	       0.347	 39.480685	 -75.027891                                                                                                   
90757	Vineyard Haven, MA Urban Cluster	C	25476498	2546180	       9.837	       0.983	 41.430304	 -70.578850                                                                                              
90784	Vinita, OK Urban Cluster	C	9294679	0	       3.589	       0.000	 36.642892	 -95.157151                                                                                                             
90811	Vinton, IA Urban Cluster	C	6264157	0	       2.419	       0.000	 42.166715	 -92.024441                                                                                                             
90838	Vinton, LA Urban Cluster	C	4801560	33483	       1.854	       0.013	 30.189963	 -93.578080                                                                                                         
90851	Virden, IL Urban Cluster	C	6348872	0	       2.451	       0.000	 39.516074	 -89.767350                                                                                                             
90865	Virginia, MN Urban Cluster	C	16006586	362239	       6.180	       0.140	 47.511485	 -92.555221                                                                                                     
90892	Virginia Beach, VA Urbanized Area	U	1326107533	199590192	     512.013	      77.062	 36.908751	 -76.309817                                                                                         
90919	Viroqua, WI Urban Cluster	C	5383200	0	       2.078	       0.000	 43.558841	 -90.890611                                                                                                            
90946	Visalia, CA Urbanized Area	U	164291020	39512	      63.433	       0.015	 36.293488	-119.300686                                                                                                     
90959	Vistancia, AZ Urban Cluster	C	6465746	543	       2.496	       0.000	 33.730841	-112.330172                                                                                                        
90973	Vivian, LA Urban Cluster	C	4716024	0	       1.821	       0.000	 32.870517	 -93.984991                                                                                                             
91000	Wabash, IN Urban Cluster	C	12490038	36790	       4.822	       0.014	 40.801738	 -85.827412                                                                                                        
91027	Waco, TX Urbanized Area	U	233672724	1583885	      90.222	       0.612	 31.542223	 -97.166048                                                                                                      
91054	Waconia, MN Urban Cluster	C	11430387	374933	       4.413	       0.145	 44.841988	 -93.793195                                                                                                      
91081	Wadena, MN Urban Cluster	C	5795992	7557	       2.238	       0.003	 46.439874	 -95.138240                                                                                                          
91108	Wadesboro, NC Urban Cluster	C	13659945	0	       5.274	       0.000	 34.962633	 -80.074783                                                                                                         
91135	Wagoner, OK Urban Cluster	C	12277047	0	       4.740	       0.000	 35.954522	 -95.381380                                                                                                           
91162	Wahoo, NE Urban Cluster	C	5923612	0	       2.287	       0.000	 41.208453	 -96.620434                                                                                                              
91189	Wahpeton, ND--MN Urban Cluster	C	17461948	0	       6.742	       0.000	 46.268142	 -96.601367                                                                                                      
91216	Waikoloa Village, HI Urban Cluster	C	2787677	0	       1.076	       0.000	 19.938225	-155.789138                                                                                                   
91243	Waimea (Hawaii County), HI Urban Cluster	C	12211930	0	       4.715	       0.000	 20.032809	-155.636267                                                                                            
91252	Walden, NY Urban Cluster	C	13245387	251282	       5.114	       0.097	 41.539508	 -74.217430                                                                                                       
91261	Waldorf, MD Urbanized Area	U	176079659	595783	      67.985	       0.230	 38.609305	 -76.987871                                                                                                    
91270	Waldport, OR Urban Cluster	C	9027655	653660	       3.486	       0.252	 44.423432	-124.073682                                                                                                      
91297	Waldron, AR Urban Cluster	C	6639432	35839	       2.563	       0.014	 34.897550	 -94.093203                                                                                                        
91351	Walkerton, IN Urban Cluster	C	7113297	9938	       2.746	       0.004	 41.453946	 -86.496017                                                                                                       
91378	Wallace, NC Urban Cluster	C	8466457	1493	       3.269	       0.001	 34.745186	 -77.993629                                                                                                         
91405	Walla Walla, WA--OR Urbanized Area	U	71664786	86359	      27.670	       0.033	 46.039219	-118.349135                                                                                              
91459	Walnut Ridge, AR Urban Cluster	C	9595024	0	       3.705	       0.000	 36.063002	 -90.965963                                                                                                       
91486	Walsenburg, CO Urban Cluster	C	4264162	0	       1.646	       0.000	 37.627513	-104.784511                                                                                                         
91513	Walterboro, SC Urban Cluster	C	22205558	29425	       8.574	       0.011	 32.903589	 -80.665237                                                                                                    
91540	Walters, OK Urban Cluster	C	3327197	1235	       1.285	       0.000	 34.354345	 -98.308334                                                                                                         
91567	Walton, NY Urban Cluster	C	3583152	66943	       1.383	       0.026	 42.169811	 -75.130478                                                                                                         
91584	Walworth, NY Urban Cluster	C	4536548	0	       1.752	       0.000	 43.128562	 -77.293072                                                                                                           
91594	Walworth, WI Urban Cluster	C	9180418	53603	       3.545	       0.021	 42.539747	 -88.580296                                                                                                       
91648	Wamego, KS Urban Cluster	C	4982623	5759	       1.924	       0.002	 39.205277	 -96.309426                                                                                                          
91675	Wapakoneta, OH Urban Cluster	C	16166134	224488	       6.242	       0.087	 40.573828	 -84.190780                                                                                                   
91702	Wapato, WA Urban Cluster	C	6887277	0	       2.659	       0.000	 46.446021	-120.427174                                                                                                             
91741	Warden, WA Urban Cluster	C	2300033	0	       0.888	       0.000	 46.967807	-119.041905                                                                                                             
91756	Ware, MA Urban Cluster	C	20765636	351883	       8.018	       0.136	 42.253091	 -72.227418                                                                                                         
91783	Warner Robins, GA Urbanized Area	U	260401816	2376030	     100.542	       0.917	 32.581351	 -83.667989                                                                                             
91810	Warren, AR Urban Cluster	C	15973654	61960	       6.167	       0.024	 33.609548	 -92.069996                                                                                                        
91837	Warren, PA Urban Cluster	C	21634168	1330895	       8.353	       0.514	 41.853254	 -79.145578                                                                                                      
91864	Warrensburg, MO Urban Cluster	C	30040614	236676	      11.599	       0.091	 38.756022	 -93.732463                                                                                                  
91891	Warrensburg, NY Urban Cluster	C	4121369	0	       1.591	       0.000	 43.495045	 -73.780575                                                                                                        
91918	Warrenton, MO Urban Cluster	C	16009146	210289	       6.181	       0.081	 38.819056	 -91.137933                                                                                                    
91999	Warsaw, IN Urban Cluster	C	68921697	7553447	      26.611	       2.916	 41.251524	 -85.832796                                                                                                      
92012	Warsaw, MO Urban Cluster	C	6664567	437703	       2.573	       0.169	 38.243452	 -93.371575                                                                                                        
92026	Warsaw, NY Urban Cluster	C	4356307	0	       1.682	       0.000	 42.740083	 -78.134296                                                                                                             
92053	Warsaw, NC Urban Cluster	C	5933859	1425	       2.291	       0.001	 35.002877	 -78.088889                                                                                                          
92134	Warwick, NY Urban Cluster	C	23063730	100356	       8.905	       0.039	 41.289641	 -74.365028                                                                                                      
92161	Wasco, CA Urban Cluster	C	15784556	0	       6.094	       0.000	 35.601337	-119.351293                                                                                                             
92215	Waseca, MN Urban Cluster	C	10440966	517214	       4.031	       0.200	 44.081798	 -93.505558                                                                                                       
92242	Washington, DC--VA--MD Urbanized Area	U	3424251729	69273789	    1322.111	      26.747	 38.897394	 -77.189740                                                                                      
92269	Washington, GA Urban Cluster	C	8238914	16075	       3.181	       0.006	 33.732289	 -82.743613                                                                                                     
92296	Washington, IN Urban Cluster	C	17009327	118628	       6.567	       0.046	 38.653193	 -87.167395                                                                                                   
92323	Washington, IA Urban Cluster	C	6899773	0	       2.664	       0.000	 41.298298	 -91.689345                                                                                                         
92350	Washington, MO Urban Cluster	C	17954675	81188	       6.932	       0.031	 38.543654	 -91.008985                                                                                                    
92377	Washington, NJ Urban Cluster	C	28192682	65473	      10.885	       0.025	 40.757531	 -74.994336                                                                                                    
92404	Washington, NC Urban Cluster	C	40582583	694073	      15.669	       0.268	 35.542248	 -77.040831                                                                                                   
92431	Washington Court House, OH Urban Cluster	C	17522804	140261	       6.766	       0.054	 39.539735	 -83.437564                                                                                       
92445	Washoe Valley, NV Urban Cluster	C	7927151	0	       3.061	       0.000	 39.291721	-119.772970                                                                                                      
92470	Watchtower, NY Urban Cluster	C	4712311	8994	       1.819	       0.003	 41.617087	 -74.286703                                                                                                      
92485	Waterbury, CT Urbanized Area	U	233786514	3889295	      90.265	       1.502	 41.549044	 -73.039574                                                                                                 
92512	Waterbury, VT Urban Cluster	C	7678810	109916	       2.965	       0.042	 44.348492	 -72.739122                                                                                                     
92539	Waterford, CA Urban Cluster	C	6643866	78956	       2.565	       0.030	 37.636186	-120.757336                                                                                                      
92566	Waterloo, IL Urban Cluster	C	15214346	319743	       5.874	       0.123	 38.335899	 -90.154322                                                                                                     
92593	Waterloo, IA Urbanized Area	U	161216646	4957041	      62.246	       1.914	 42.495926	 -92.384177                                                                                                  
92620	Waterloo, WI Urban Cluster	C	3563667	74081	       1.376	       0.029	 43.186380	 -88.987899                                                                                                       
92647	Watertown, MN Urban Cluster	C	4850875	85311	       1.873	       0.033	 44.959009	 -93.844082                                                                                                      
92674	Watertown, NY Urbanized Area	U	105848037	3211201	      40.868	       1.240	 44.057303	 -75.697521                                                                                                 
92701	Watertown, SD Urban Cluster	C	33743653	83405	      13.028	       0.032	 44.906273	 -97.128246                                                                                                     
92728	Watertown, WI Urban Cluster	C	23369669	1005884	       9.023	       0.388	 43.192195	 -88.725581                                                                                                   
92755	Water Valley, MS Urban Cluster	C	5802404	0	       2.240	       0.000	 34.152497	 -89.632257                                                                                                       
92782	Waterville, ME Urban Cluster	C	41944630	1706459	      16.195	       0.659	 44.553706	 -69.651935                                                                                                  
92809	Watkins Glen, NY Urban Cluster	C	6575836	5983	       2.539	       0.002	 42.365706	 -76.861476                                                                                                    
92836	Watonga, OK Urban Cluster	C	5421219	0	       2.093	       0.000	 35.851664	 -98.412770                                                                                                            
92863	Watseka, IL Urban Cluster	C	6537797	0	       2.524	       0.000	 40.776490	 -87.732236                                                                                                            
92890	Watsonville, CA Urbanized Area	U	59155863	939552	      22.840	       0.363	 36.937939	-121.772779                                                                                                 
92917	Wauchula, FL Urban Cluster	C	26478625	3777	      10.223	       0.001	 27.560807	 -81.815649                                                                                                       
92944	Waukon, IA Urban Cluster	C	5023970	0	       1.940	       0.000	 43.271734	 -91.479589                                                                                                             
92971	Waupaca, WI Urban Cluster	C	16572798	1218791	       6.399	       0.471	 44.348685	 -89.104174                                                                                                     
92998	Waupun, WI Urban Cluster	C	9552742	146328	       3.688	       0.056	 43.628934	 -88.735186                                                                                                        
93025	Wausau, WI Urbanized Area	U	121385838	8483120	      46.867	       3.275	 44.906757	 -89.629632                                                                                                    
93052	Wauseon, OH Urban Cluster	C	9878683	43324	       3.814	       0.017	 41.552118	 -84.139234                                                                                                        
93065	Wautoma, WI Urban Cluster	C	4747666	55248	       1.833	       0.021	 44.071456	 -89.283465                                                                                                        
93079	Waverly, IA Urban Cluster	C	17351806	953931	       6.700	       0.368	 42.728587	 -92.482497                                                                                                      
93092	Waverly, NE Urban Cluster	C	3153267	0	       1.217	       0.000	 40.916077	 -96.526957                                                                                                            
93106	Waverly, TN Urban Cluster	C	9715119	0	       3.751	       0.000	 36.085749	 -87.792621                                                                                                            
93133	Waverly City, OH Urban Cluster	C	15938359	1262159	       6.154	       0.487	 39.129750	 -82.982215                                                                                                
93187	Waycross, GA Urban Cluster	C	58719781	493496	      22.672	       0.191	 31.219845	 -82.364224                                                                                                     
93214	Wayland, MI Urban Cluster	C	8536262	117001	       3.296	       0.045	 42.672199	 -85.638804                                                                                                       
93241	Wayne, NE Urban Cluster	C	4658283	0	       1.799	       0.000	 42.235605	 -97.014464                                                                                                              
93268	Waynesboro, GA Urban Cluster	C	12295134	147851	       4.747	       0.057	 33.090551	 -82.011933                                                                                                   
93295	Waynesboro, MS Urban Cluster	C	10980711	0	       4.240	       0.000	 31.674511	 -88.640873                                                                                                        
93322	Waynesboro, PA--MD Urban Cluster	C	45465950	86342	      17.555	       0.033	 39.730447	 -77.507531                                                                                                
93376	Waynesburg, PA Urban Cluster	C	9069772	0	       3.502	       0.000	 39.897713	 -80.170693                                                                                                         
93457	Weatherford, OK Urban Cluster	C	9803953	0	       3.785	       0.000	 35.536011	 -98.692345                                                                                                        
93484	Weatherford, TX Urban Cluster	C	83242483	214279	      32.140	       0.083	 32.751474	 -97.723893                                                                                                  
93511	Webster City, IA Urban Cluster	C	10909926	5458	       4.212	       0.002	 42.463263	 -93.822577                                                                                                   
93525	Wedgefield, FL Urban Cluster	C	6453563	86965	       2.492	       0.034	 28.507812	 -81.072782                                                                                                     
93565	Weedsport, NY Urban Cluster	C	5054718	13495	       1.952	       0.005	 43.041934	 -76.586062                                                                                                      
93592	Weirton--Steubenville, WV--OH--PA Urbanized Area	U	130646464	6366582	      50.443	       2.458	 40.379512	 -80.623962                                                                             
93619	Weiser, ID--OR Urban Cluster	C	6668798	132551	       2.575	       0.051	 44.252071	-116.970816                                                                                                    
93646	Welch, WV Urban Cluster	C	4144335	59686	       1.600	       0.023	 37.435075	 -81.581200                                                                                                          
93673	Wellington, CO Urban Cluster	C	7044890	5660	       2.720	       0.002	 40.701632	-105.005671                                                                                                      
93700	Wellington, KS Urban Cluster	C	10280072	0	       3.969	       0.000	 37.268933	 -97.398749                                                                                                        
93727	Wellington, OH Urban Cluster	C	7388130	647142	       2.853	       0.250	 41.164781	 -82.222002                                                                                                    
93808	Wellsville, NY Urban Cluster	C	11336060	0	       4.377	       0.000	 42.116101	 -77.942081                                                                                                        
93835	Welsh, LA Urban Cluster	C	5183693	0	       2.001	       0.000	 30.236317	 -92.820841                                                                                                              
93862	Wenatchee, WA Urbanized Area	U	81381638	4933575	      31.422	       1.905	 47.423291	-120.289914                                                                                                  
93871	Wendell, ID Urban Cluster	C	2562745	599	       0.989	       0.000	 42.775685	-114.704743                                                                                                          
93880	Wendell--Zebulon, NC Urban Cluster	C	27434508	0	      10.593	       0.000	 35.816568	 -78.340844                                                                                                  
93889	West, TX Urban Cluster	C	3267657	0	       1.262	       0.000	 31.802810	 -97.093886                                                                                                               
93916	West Bend, WI Urbanized Area	U	99654304	1490646	      38.477	       0.576	 43.442238	 -88.152993                                                                                                  
93970	West Columbia, TX Urban Cluster	C	8793329	78289	       3.395	       0.030	 29.149082	 -95.638700                                                                                                  
94005	Westernport, MD--WV Urban Cluster	C	8230912	107678	       3.178	       0.042	 39.477875	 -79.039554                                                                                               
94024	Westfield, NY Urban Cluster	C	5611924	0	       2.167	       0.000	 42.326841	 -79.579440                                                                                                          
94051	West Frankfort, IL Urban Cluster	C	14976284	133137	       5.782	       0.051	 37.899514	 -88.932373                                                                                               
94132	West Jefferson, OH Urban Cluster	C	4089022	0	       1.579	       0.000	 39.941088	 -83.284864                                                                                                     
94186	West Lafayette, OH Urban Cluster	C	2829166	0	       1.092	       0.000	 40.275312	 -81.749592                                                                                                     
94213	West Liberty, IA Urban Cluster	C	3205691	525	       1.238	       0.000	 41.574884	 -91.261995                                                                                                     
94294	Westminster--Eldersburg, MD Urbanized Area	U	149424948	953821	      57.693	       0.368	 39.481939	 -76.949410                                                                                    
94321	Weston, WV Urban Cluster	C	7049383	232646	       2.722	       0.090	 39.047991	 -80.487214                                                                                                        
94345	Weston Lakes, TX Urban Cluster	C	7972682	268836	       3.078	       0.104	 29.668496	 -95.934124                                                                                                  
94375	West Plains, MO Urban Cluster	C	20943830	3385	       8.086	       0.001	 36.737615	 -91.870230                                                                                                    
94402	West Point, MS Urban Cluster	C	17262301	104005	       6.665	       0.040	 33.608389	 -88.648618                                                                                                   
94429	West Point, NE Urban Cluster	C	3927264	0	       1.516	       0.000	 41.840787	 -96.708516                                                                                                         
94442	West Point, NY Urban Cluster	C	10689094	133006	       4.127	       0.051	 41.386641	 -73.971174                                                                                                   
94456	West Point, VA Urban Cluster	C	4809549	4692	       1.857	       0.002	 37.551062	 -76.812546                                                                                                      
94520	West Tawakoni, TX Urban Cluster	C	28106229	3852959	      10.852	       1.488	 32.891293	 -96.048701                                                                                               
94537	West Union, OH Urban Cluster	C	5530705	0	       2.135	       0.000	 38.791831	 -83.540878                                                                                                         
94564	Westville, IN Urban Cluster	C	6935676	0	       2.678	       0.000	 41.535611	 -86.902677                                                                                                          
94591	West Wendover, NV--UT Urban Cluster	C	17707095	0	       6.837	       0.000	 40.723053	-114.034103                                                                                                 
94618	Wetumpka, AL Urban Cluster	C	13865566	87359	       5.354	       0.034	 32.537250	 -86.206364                                                                                                      
94645	Wewoka, OK Urban Cluster	C	4023673	0	       1.554	       0.000	 35.149740	 -96.491502                                                                                                             
94658	Weyers Cave, VA Urban Cluster	C	4611173	5807	       1.780	       0.002	 38.276043	 -78.928816                                                                                                     
94672	Wharton, TX Urban Cluster	C	12672533	5302	       4.893	       0.002	 29.319171	 -96.092478                                                                                                        
94685	Wheatland, CA Urban Cluster	C	1960801	0	       0.757	       0.000	 39.012758	-121.427215                                                                                                          
94699	Wheatland, WY Urban Cluster	C	6891620	0	       2.661	       0.000	 42.055469	-104.957280                                                                                                          
94726	Wheeling, WV--OH Urbanized Area	U	121714074	8477219	      46.994	       3.273	 40.052730	 -80.726204                                                                                              
94739	Whispering Pines, NC Urban Cluster	C	11175652	1609348	       4.315	       0.621	 35.248984	 -79.381129                                                                                            
94753	Whitefish, MT Urban Cluster	C	11781889	413904	       4.549	       0.160	 48.406373	-114.340410                                                                                                    
94780	White Hall, IL Urban Cluster	C	5674575	0	       2.191	       0.000	 39.440548	 -90.405671                                                                                                         
94807	Whitehall, MI Urban Cluster	C	35137010	2867089	      13.566	       1.107	 43.385968	 -86.202296                                                                                                   
94870	Whiteman AFB, MO Urban Cluster	C	15900680	13227	       6.139	       0.005	 38.728309	 -93.567113                                                                                                  
94879	White Pine, TN Urban Cluster	C	7456197	0	       2.879	       0.000	 36.102456	 -83.278958                                                                                                         
94888	Whiteriver, AZ Urban Cluster	C	13664009	174998	       5.276	       0.068	 33.834543	-109.973541                                                                                                   
94915	White Rock, NM Urban Cluster	C	4926620	1253	       1.902	       0.000	 35.816465	-106.206075                                                                                                      
94942	Whitesboro, TX Urban Cluster	C	6870474	15415	       2.653	       0.006	 33.662974	 -96.900684                                                                                                     
94969	White Sulphur Springs, WV Urban Cluster	C	3959107	28793	       1.529	       0.011	 37.795735	 -80.296459                                                                                          
94996	Whiteville, NC Urban Cluster	C	22640041	0	       8.741	       0.000	 34.311246	 -78.713856                                                                                                        
95050	Whitewater, WI Urban Cluster	C	12886928	775454	       4.976	       0.299	 42.834061	 -88.738122                                                                                                   
95077	Wichita, KS Urbanized Area	U	556174674	12289623	     214.740	       4.745	 37.679735	 -97.327333                                                                                                  
95104	Wichita Falls, TX Urbanized Area	U	130760554	3616874	      50.487	       1.396	 33.903257	 -98.518667                                                                                             
95158	Wickenburg, AZ Urban Cluster	C	6370410	0	       2.460	       0.000	 33.963170	-112.744840                                                                                                         
95185	Wiggins, MS Urban Cluster	C	9571533	22035	       3.696	       0.009	 30.849983	 -89.140346                                                                                                        
95212	Wilburton, OK Urban Cluster	C	6180482	39796	       2.386	       0.015	 34.915546	 -95.313717                                                                                                      
95310	Willard, MO Urban Cluster	C	18112894	0	       6.993	       0.000	 37.250836	 -93.388624                                                                                                           
95320	Willard, OH Urban Cluster	C	7762828	33433	       2.997	       0.013	 41.052794	 -82.728128                                                                                                        
95347	Willcox, AZ Urban Cluster	C	4395286	0	       1.697	       0.000	 32.254941	-109.837651                                                                                                            
95364	Williams, AZ Urban Cluster	C	4610881	0	       1.780	       0.000	 35.253049	-112.188681                                                                                                           
95374	Williams, CA Urban Cluster	C	5071952	0	       1.958	       0.000	 39.152101	-122.147981                                                                                                           
95391	Williamsburg, IA Urban Cluster	C	5233146	17550	       2.021	       0.007	 41.664224	 -92.016150                                                                                                   
95401	Williamsburg, KY Urban Cluster	C	12255299	272524	       4.732	       0.105	 36.727065	 -84.157713                                                                                                 
95411	Williamsburg, VA Urbanized Area	U	144861970	2005263	      55.932	       0.774	 37.282591	 -76.748947                                                                                              
95428	Williamson, WV--KY Urban Cluster	C	5432994	0	       2.098	       0.000	 37.673674	 -82.281279                                                                                                     
95455	Williamsport, PA Urbanized Area	U	68629711	2269205	      26.498	       0.876	 41.246705	 -77.002493                                                                                               
95482	Williamston, MI Urban Cluster	C	10870564	239209	       4.197	       0.092	 42.686669	 -84.257222                                                                                                  
95509	Williamston, NC Urban Cluster	C	8493951	0	       3.280	       0.000	 35.849200	 -77.063411                                                                                                        
95553	Williamstown, KY Urban Cluster	C	13034353	100637	       5.033	       0.039	 38.639811	 -84.572517                                                                                                 
95563	Williamstown, PA Urban Cluster	C	5212379	0	       2.013	       0.000	 40.584476	 -76.583130                                                                                                       
95590	Willimantic, CT Urban Cluster	C	46264354	2758365	      17.863	       1.065	 41.727480	 -72.240535                                                                                                 
95634	Williston, FL Urban Cluster	C	7807317	2068	       3.014	       0.001	 29.387520	 -82.439717                                                                                                       
95644	Williston, ND Urban Cluster	C	18495623	157203	       7.141	       0.061	 48.165669	-103.632730                                                                                                    
95671	Willits, CA Urban Cluster	C	13560097	114847	       5.236	       0.044	 39.422331	-123.367182                                                                                                      
95698	Willmar, MN Urban Cluster	C	29431652	8685071	      11.364	       3.353	 45.129721	 -95.044552                                                                                                     
95725	Willows, CA Urban Cluster	C	6733954	4854	       2.600	       0.002	 39.524858	-122.199495                                                                                                         
95752	Wills Point, TX Urban Cluster	C	7289837	24067	       2.815	       0.009	 32.708706	 -96.008659                                                                                                    
95833	Wilmington, NC Urbanized Area	U	345895691	8466248	     133.551	       3.269	 34.216582	 -77.896334                                                                                                
95860	Wilmington, OH Urban Cluster	C	14189277	78157	       5.479	       0.030	 39.446003	 -83.829306                                                                                                    
95887	Wilmore, KY Urban Cluster	C	4517762	26504	       1.744	       0.010	 37.867061	 -84.653797                                                                                                        
95914	Wilson, NC Urban Cluster	C	64128740	98551	      24.760	       0.038	 35.738060	 -77.933946                                                                                                        
95941	Wilton, IA Urban Cluster	C	4245809	7155	       1.639	       0.003	 41.589109	 -91.025481                                                                                                          
95968	Winamac, IN Urban Cluster	C	3656462	0	       1.412	       0.000	 41.052369	 -86.603869                                                                                                            
96022	Winchester, IN Urban Cluster	C	7057868	30165	       2.725	       0.012	 40.168943	 -84.976991                                                                                                     
96049	Winchester, KY Urban Cluster	C	36778167	188401	      14.200	       0.073	 37.993558	 -84.195338                                                                                                   
96076	Winchester, TN Urban Cluster	C	40027624	1683985	      15.455	       0.650	 35.207049	 -86.107098                                                                                                  
96103	Winchester, VA Urbanized Area	U	96332060	314950	      37.194	       0.122	 39.151081	 -78.163018                                                                                                  
96130	Winder, GA Urban Cluster	C	119071296	1668730	      45.974	       0.644	 33.973610	 -83.716779                                                                                                     
96211	Windom, MN Urban Cluster	C	6051738	173274	       2.337	       0.067	 43.872661	 -95.122311                                                                                                        
96223	Window Rock, AZ--NM Urban Cluster	C	8139774	0	       3.143	       0.000	 35.668414	-109.067204                                                                                                    
96265	Windsor, MO Urban Cluster	C	3388009	4538	       1.308	       0.002	 38.529420	 -93.521511                                                                                                         
96278	Windsor, NC Urban Cluster	C	6124576	0	       2.365	       0.000	 35.991015	 -76.936519                                                                                                            
96292	Windsor, VT--NH Urban Cluster	C	6989993	424322	       2.699	       0.164	 43.455764	 -72.399157                                                                                                   
96319	Winfield, KS Urban Cluster	C	15192167	0	       5.866	       0.000	 37.235040	 -96.985101                                                                                                          
96350	Winneconne, WI Urban Cluster	C	8732665	581490	       3.372	       0.225	 44.106861	 -88.706313                                                                                                    
96373	Winnemucca, NV Urban Cluster	C	23631200	0	       9.124	       0.000	 40.950396	-117.741365                                                                                                        
96400	Winner, SD Urban Cluster	C	4529050	0	       1.749	       0.000	 43.373145	 -99.854219                                                                                                             
96427	Winnfield, LA Urban Cluster	C	11051397	0	       4.267	       0.000	 31.924357	 -92.645399                                                                                                         
96454	Winnie, TX Urban Cluster	C	10778164	58074	       4.161	       0.022	 29.811450	 -94.380853                                                                                                        
96481	Winnsboro, LA Urban Cluster	C	9463316	0	       3.654	       0.000	 32.162862	 -91.717889                                                                                                          
96508	Winnsboro, SC Urban Cluster	C	10005250	0	       3.863	       0.000	 34.370989	 -81.088054                                                                                                         
96535	Winnsboro, TX Urban Cluster	C	9057510	38591	       3.497	       0.015	 32.955144	 -95.291729                                                                                                      
96562	Winona, MN Urban Cluster	C	32349092	2104553	      12.490	       0.813	 44.044691	 -91.661996                                                                                                      
96589	Winona, MS Urban Cluster	C	8357200	0	       3.227	       0.000	 33.484335	 -89.733269                                                                                                             
96616	Winslow, AZ Urban Cluster	C	24049886	44717	       9.286	       0.017	 35.018860	-110.724542                                                                                                       
96670	Winston-Salem, NC Urbanized Area	U	835495515	6526358	     322.587	       2.520	 36.072205	 -80.266476                                                                                             
96697	Winter Haven, FL Urbanized Area	U	347914570	80368989	     134.331	      31.031	 28.043985	 -81.703779                                                                                             
96724	Winters, CA Urban Cluster	C	5850570	176	       2.259	       0.000	 38.527492	-121.962604                                                                                                          
96751	Winters, TX Urban Cluster	C	3159888	0	       1.220	       0.000	 31.960887	 -99.962751                                                                                                            
96778	Winterset, IA Urban Cluster	C	4858597	0	       1.876	       0.000	 41.336155	 -94.016970                                                                                                          
